name,link,category,reviews amount,total score
Практика осознанности. Большой курс,https://stepik.org/course/70419,Курсы для заботы о себе,5,63.631058192798804
Linux - администрирование - Bash: кладовая полезных знаний,https://stepik.org/course/181507,Linux,89,63.62686096773735
Хочу крутой оффер,https://stepik.org/course/121958,Курсы для карьерного развития,10,63.61265390969544
МСФО 9: Финансовые инструменты,https://stepik.org/course/197747,Мини-курсы,20,63.59710017755622
Основы Pandas для начинающих,https://stepik.org/course/120014,Статистика и анализ данных,160,63.57488768463102
Легкий способ пережить расставание (психология отношений) ,https://stepik.org/course/193330,Психология,3,63.569485599628095
Тестирование на практике -  SQL,https://stepik.org/course/175956,SQL,10,63.568316719593376
Цифровые инструменты и сервисы для учителя,https://stepik.org/course/56395,Прокачать навыки,2345,63.568168889839306
Путешествие по Вселенной. Часть 1. Шкатулка знаний.,https://stepik.org/course/59448,Астрономия,17,63.56276937107658
Изучаем Dart,https://stepik.org/course/115012,Dart,16,63.561712441290275
Шведский для начинающих,https://stepik.org/course/224563,Актуальные скидки,1,63.55918427036573
Полимерные и композиционные материалы для с/х машиностроения,https://stepik.org/course/126453,Машиностроение,84,63.52803021643844
Профессиональное обучение лиц с ментальными нарушениями,https://stepik.org/course/123361,Инклюзивное обучение,7,63.52519195923922
Право и этика искусственного интеллекта,https://stepik.org/course/61610,"Нейросети, чат-боты и искусственный интеллект",159,63.50064882436942
PHP (pro),https://stepik.org/course/181092,Веб-разработка,10,63.49674147262745
"Введение в профессию: финансы, экономика, устойчивое развитие",https://stepik.org/course/129032,Право,76,63.49273611461754
Английский язык: лексика «со звездочкой»,https://stepik.org/course/83831,Английский язык,138,63.47179463373909
Python: анализ данных с Pandas,https://stepik.org/course/118593,Статистика и анализ данных,110,63.461406098151805
SQL: оконные функции,https://stepik.org/course/199403,SQL,7,63.459013102131415
Молекулярная биология клетки,https://stepik.org/course/9180,Биология и медицина,251,63.41286749983395
Психология,https://stepik.org/course/63802,Гуманитарные науки,218,63.40120503964648
Компьютерная графика: основы,https://stepik.org/course/419,Информатика,219,63.38682729011709
НКО в равновесии: профилактика выгорания руководителя и команды,https://stepik.org/course/94609,Новые курсы,70,63.36292680234325
BI разработчик. Основы работы в Tableau,https://stepik.org/course/56280,Статистика и анализ данных,498,63.35921241034794
Управление персоналом,https://stepik.org/course/93704,Выбирают компании,598,63.34854180045867
Создание электронной музыки в FL Studio,https://stepik.org/course/129826,Новогодний досуг 2024,10,63.34033177960209
Спортивное программирование,https://stepik.org/course/53634,Программирование для опытных,51,63.322041261746605
Английский для медиков (English for medical students),https://stepik.org/course/50672,Языковые курсы,6,63.32176420564829
Технология хранения зерна и продуктов его переработки,https://stepik.org/course/130327,Сельское хозяйство,138,63.30060052941092
Autodesk Revit 2024: Информационное моделирование (Вводный курс),https://stepik.org/course/174830,3D моделирование и проектирование,5,63.28742144362959
"Memoryhelp. Все, что нужно знать о деменции",https://stepik.org/course/178328,Психология,487,63.28239249358762
АА - Активный Английский от Екатерины Зак (для начинающих А0-А1),https://stepik.org/course/95468,Языковые курсы,297,63.279194438942014
ЕГЭ Информатика 2025 - Задания 1-27 «ВСЁ В ОДНОМ»,https://stepik.org/course/123226,ЕГЭ по информатике,11,63.278285421925126
Go (Golang) - первое знакомство,https://stepik.org/course/100208,Программирование для начинающих,960,63.27569959209964
Введение в искусственный интеллект для сельского хозяйства,https://stepik.org/course/123117,"Нейросети, чат-боты и искусственный интеллект",15,63.27444275777195
AutoCAD с самого начала,https://stepik.org/course/87662,3D и 2D моделирование,20,63.271509196781665
Психология,https://stepik.org/course/132383,Психология,158,63.26630837190144
Основы трудового права,https://stepik.org/course/198481,Право,30,63.23444559811245
Декомпозиция работ проекта. Руководство для менеджеров проекта,https://stepik.org/course/115741,Управление проектами,1,63.231084289141805
Анализ данных в R,https://stepik.org/course/129,Статистика и анализ данных,620,63.23000462794214
BioCamp 2020: Биоинформатика,https://stepik.org/course/85707,Биоинформатика,1,63.22977834177017
Продуктовый маркетинг в зеленой экономике,https://stepik.org/course/184950,PR-менеджмент,70,63.22868283525861
DIVIGRAM ИНВЕСТИЦИИ: курс для начинающих,https://stepik.org/course/176252,Бизнес и финансы,40,63.226410088726524
Теория вероятностей,https://stepik.org/course/3089,Статистика и анализ данных,157,63.2245680360223
Профильная Математика ЕГЭ 2025: Подготовка на 80+ за 5 месяцев,https://stepik.org/course/196715,Актуальные скидки,2,63.214124478897425
Внешняя и внутренняя экспертиза результатов исполнения контракта,https://stepik.org/course/176824,Право,1,63.21230936231487
Подготовка к экзамену на получение статуса адвоката,https://stepik.org/course/121284,Юриспруденция,1,63.15327293798859
SQL Тренажер. Бесконечное приключение 01. На планете.,https://stepik.org/course/132759,Мини-курсы,29,63.13398338336358
"Microsoft Power BI, Power Query, DAX",https://stepik.org/course/190679,В тренде,13,63.12445615705765
SQL для начинающих. 3 часть,https://stepik.org/course/194081,SQL,6,63.10612876312416
Шаг к писательскому мастерству. Фанфикшн,https://stepik.org/course/69599,Прокачать навыки,129,63.10106225967007
Никогда не пиши «ни когда». Онлайн-курс Тотального диктанта,https://stepik.org/course/8708,Русский язык,262,63.085641683898665
Повышение производительности труда с помощью Python,https://stepik.org/course/197479,Цифровая грамотность,3,63.07470150221203
Градиентный спуск на примере одномерного случая,https://stepik.org/course/192944,Математический анализ,3,63.07284789354981
ТПВиИТК,https://stepik.org/course/202923,Психология,28,63.00178916184446
Статистика в экономике и социальной сфере ,https://stepik.org/course/79788,Статистика,2,62.99903361541496
Основы программирования на C. Задачи.,https://stepik.org/course/3078,Информатика,719,62.99472503472412
Запуск онлайн вебинара.  Для новичков от А до Я.,https://stepik.org/course/179181,PR-менеджмент,2,62.979655905992615
Деловые коммуникации,https://stepik.org/course/87737,Курсы для карьерного развития,430,62.958713227160366
Государственная и муниципальная служба в РФ,https://stepik.org/course/99379,Управление персоналом,19,62.949880178363735
Статьи для IT: как объяснять и распространять значимые идеи,https://stepik.org/course/101672,Новые курсы,80,62.947656931499566
Правовые основы педагогической деятельности,https://stepik.org/course/97083,Педагогика и образовательные технологии,10,62.94018885257948
Тренажер ЕГЭ Информатика,https://stepik.org/course/8290,Информатика,10,62.934699951758525
"""Ценность каждого. Калуга""",https://stepik.org/course/114435,Педагогика и образовательные технологии,5,62.9331438976521
Линейная алгебра и геометрия. Часть 2: векторная алгебра,https://stepik.org/course/4940,Математика,10,62.93035439829778
Экспериментальная химия и технологии (базовый уровень),https://stepik.org/course/73997,Химия,6,62.92357509404292
UX-дизайн в Figma. UX-аналитика проекта.,https://stepik.org/course/129807,Дизайн и графика,5,62.9136487804965
"Node.js - с нуля, основы и построение архитектуры приложений",https://stepik.org/course/105538,JavaScript,17,62.91212686964496
Риторика,https://stepik.org/course/4594,Гуманитарные науки,789,62.9019153167098
Краудфандинг для образовательных проектов,https://stepik.org/course/214390,"Нейросети, чат-боты и искусственный интеллект",1,62.89667935539989
Мини-курс по Adobe Illustrator,https://stepik.org/course/179374,Дизайн и графика,20,62.882547687182644
Администратор Kubernetes [Junior],https://stepik.org/course/188289,В тренде,26,62.87753650506333
Мастер кооперативного администрирования,https://stepik.org/course/84266,Организационное развитие,11,62.87567343842253
БИНГО директора НКО,https://stepik.org/course/192613,НКО,4,62.87352200393478
Общие вопросы философии науки,https://stepik.org/course/53768,Гуманитарные науки,20,62.86418821540634
Полный курс по созданию мобильных игр на Godot 4,https://stepik.org/course/137222,Разработка приложений,30,62.86292327667285
Церковнославянский язык,https://stepik.org/course/113612,Новогодний досуг 2024,10,62.85047940613369
"Основы HTML: теория, практика и домашние задания",https://stepik.org/course/172425,Frontend,43,62.83204849070907
ОГЭ МАТЕМАТИКА 2025,https://stepik.org/course/123967,Математика,3,62.79759905251119
Экономика и управление предприятием: Цифровая трансформация,https://stepik.org/course/82682,Организационное развитие,88,62.79431880279448
Создание курса на Stepik,https://stepik.org/course/5207,Прокачать навыки,839,62.78530361048381
Что такое машинное обучение. Экспресс-курс,https://stepik.org/course/180676,Data Science и ML,10,62.77973669484365
Тренировочные варианты ЕГЭ по информатике,https://stepik.org/course/49808,Информатика,3,62.77693550610356
Нечеткое управление. Основы и базовые понятия ,https://stepik.org/course/126218,Математическая логика,11,62.77622614778029
Педагогические программные средства. Создание курса в LMS MOODLE,https://stepik.org/course/74641,Дистанционное обучение,30,62.7676242140158
Основы ЭЭГ,https://stepik.org/course/53461,Здравоохранение,69,62.76749417198735
Как сделать ваши знания источником дополнительного дохода,https://stepik.org/course/189617,Soft Skills,10,62.737728430088694
"Вселенная тестирования, или Как стать тестировщиком",https://stepik.org/course/118842,Тестирование ПО,1943,62.72452377587802
Цифровизация образования: цифровые технологии в обучении,https://stepik.org/course/67107,Разработка образовательных программ,70,62.707748329132585
История 10 класс,https://stepik.org/course/68097,История,6,62.687165194017865
GPT-4o (omni) как инструмент: практическое применение. 05|2024,https://stepik.org/course/206444,"Нейросети, чат-боты и искусственный интеллект",12,62.65973701428673
Особенности организации работы с детьми с ОВЗ,https://stepik.org/course/84689,Создавайте онлайн-курсы,339,62.62960875643363
"Создание сайтов на Python Flask + HTML, CSS, JS",https://stepik.org/course/198101,JavaScript,4,62.62096506161177
Гайд по текстам,https://stepik.org/course/210092,Писательское мастерство,3,62.60303538033526
Creativity of Billie Eilish (Разговорный английский язык),https://stepik.org/course/127984,Повседневный английский,3,62.596746814038674
Русский язык: Просто про слова,https://stepik.org/course/70782,Русский язык,376,62.577808566802254
IBaza Analytics | Аналитика и исследования Целевой аудитории,https://stepik.org/course/66874,Статистика и анализ данных,4,62.57572013718134
Практико-ориентированные основы цифровой математики,https://stepik.org/course/83392,Математика,40,62.57362327036422
"Работа с программой 1С ""АИС для председателей Первичных ПО""",https://stepik.org/course/123761,1C,5,62.546495149946836
Ботаем ОГЭ по информатике 2025,https://stepik.org/course/102773,Информатика,3,62.54475024763209
Мониторинг событий информационной безопасности,https://stepik.org/course/188611,Актуальные скидки,10,62.54017033834208
А/Б-тесты с Глебом Михайловым,https://stepik.org/course/194930,Статистика и анализ данных,70,62.537756882550646
Задание 8 ЕГЭ по русскому языку - синтаксические нормы,https://stepik.org/course/179218,Подготовка к ЕГЭ и ОГЭ,3,62.52129164384302
Математическая логика и теория алгоритмов,https://stepik.org/course/114319,Математическая логика,2,62.519506885563246
Мемы в работе педагога,https://stepik.org/course/106892,Новые курсы,110,62.51333448224471
Основы Java для автоматизации тестирования.,https://stepik.org/course/119500,Java,12,62.508284590650554
"""ПРАКТИКУМ ПО ПРОДАЖАМ""",https://stepik.org/course/69348,Маркетинг и продажи,192,62.5013117527301
Голландский язык. Основа.,https://stepik.org/course/193789,Актуальные скидки,2,62.4979647148112
Figma для слайдов,https://stepik.org/course/129672,Дизайн и графика,120,62.462702300821896
Китайский язык. Уровень 2. Тренажер.,https://stepik.org/course/122368,Китайский язык,10,62.455934568386205
Расширенные возможности Excel,https://stepik.org/course/68788,Статистика и анализ данных,10,62.44411418424215
Python Poseur,https://stepik.org/course/121689,Разработка на Python,3,62.43995421299861
Практикум по статистике на Python,https://stepik.org/course/201739,Статистика и анализ данных,60,62.42661635098433
Информационные системы в экономике. Работа с СУБД MS Access,https://stepik.org/course/58692,Excel,379,62.42442362688242
Функция нескольких переменных,https://stepik.org/course/130705,Математический анализ,2,62.41907529769336
Математика для всех! Авторский курс математики А.В. Савватеевa,https://stepik.org/course/181515,Новогодний досуг 2024,130,62.417680774429044
Docs as Code: Пишем тексты как код,https://stepik.org/course/128341,Курсы по маркетингу с промо-уроками,3,62.40703535139707
Thank Go! Golang на практике,https://stepik.org/course/96832,Авторы месяца,120,62.403217437961715
Психотерапия. Путеводитель для клиентов,https://stepik.org/course/60641,Психология,80,62.383596322522074
Курс «Руководитель отдела холодных продаж»,https://stepik.org/course/4823,Реклама,407,62.351818173008745
SQLite для аналитики,https://stepik.org/course/90778,Статистика и анализ данных,30,62.33330953957393
Как (не) обанкротить фирму за 20 дней ,https://stepik.org/course/50023,Организационное развитие,7,62.329722758785145
legal english is funny ,https://stepik.org/course/67363,Английский язык,3,62.3280667651009
Мастер слова,https://stepik.org/course/125363,Soft Skills,3,62.327979729081605
Маркетплейсы. Курс 6. Работа в кабинете продавца Wildberries.,https://stepik.org/course/132208,Курсы по e-commerce маркетингу,2,62.32041022846998
Основы Java и практикум решения задач на Java,https://stepik.org/course/180585,Java,21,62.315941213113405
"""CARGO.RUN Логистика"" Отчеты",https://stepik.org/course/121997,Логистика,3,62.312929070015244
Педагогический дизайн УРОКА,https://stepik.org/course/82684,Создавайте онлайн-курсы,474,62.30701018652831
Введение в математический анализ,https://stepik.org/course/95,Математика,100,62.286981491380345
Судебная медицина и психиатрия,https://stepik.org/course/191329,Психическое здоровье,8,62.27069342335836
Pascal с нуля,https://stepik.org/course/110164,Программирование для начинающих,30,62.23433173748541
Логика,https://stepik.org/course/4598,Гуманитарные науки,356,62.22828196260263
Управление проектами как основа воплощения мечты в реальность,https://stepik.org/course/109419,Выбирают компании,70,62.22796974401012
Технологии управления клиентским опытом,https://stepik.org/course/181124,Клиентский сервис,25,62.22775811844387
Погружение в турецкий язык. Уровень А1.,https://stepik.org/course/74287,Турецкий язык,25,62.19754768770558
"Теория, методология и философия истории",https://stepik.org/course/8508,Гуманитарные науки,80,62.19714997091435
"Курс по общественной дипломатии ""ИнтерYes""",https://stepik.org/course/95989,Международные отношения,1,62.17878314702055
Как учиться эффективно. Большой курс,https://stepik.org/course/59015,Новогодний досуг 2024,18,62.14162589144379
Введение в программирование (C++),https://stepik.org/course/363,Информатика,2908,62.13065847084418
Markdown,https://stepik.org/course/187888,Мини-курсы,220,62.11441773614573
Математика в кибербезопасности,https://stepik.org/course/62247,Математика,159,62.09667752585464
"Работа с неврозом, тревожностью и паническими атаками",https://stepik.org/course/105267,Курсы для заботы о себе,239,62.09565113790363
Проектирование баз данных,https://stepik.org/course/51675,Мини-курсы,140,62.09380730735384
CAD/CAM-технологии создания цифровых прототипов в инженерии,https://stepik.org/course/169123,Промышленный дизайн,54,62.08780915126584
Русский экзамен LPI Linux Essentials 010-160 (краткая версия),https://stepik.org/course/198586,Linux,32,62.080080070872434
Информационные технологии. Создание презентаций в  MS PowerPoint,https://stepik.org/course/93834,PowerPoint и создание презентаций,76,62.07090715108566
Самый полный курс по JavaScript для опытных программистов,https://stepik.org/course/177315,JavaScript,11,62.048854764183446
Болезни собак и кошек в условиях мегаполиса. Просто о сложном,https://stepik.org/course/184283,Домашние животные,20,62.02081390634121
КИТАЙСКИЙ ЯЗЫК. Уровень 4. Часть 1.,https://stepik.org/course/179237,Новые курсы,3,62.01889306982895
"Донорство костного мозга в России: мифы, факты, планы",https://stepik.org/course/124933,Биология и медицина,50,62.01609265311908
Практический мини-курс по JavaScript и Bootstrap 5,https://stepik.org/course/125756,Мини-курсы,100,61.99697736004713
Программирование от 0 к 1: Язык SQL. Базы данных. Обзорный курс.,https://stepik.org/course/174123,SQL,3,61.988497625428664
ClickHouse для аналитика (курс будет доступен с 1 Января),https://stepik.org/course/100210,Статистика и анализ данных,10,61.96142898462931
Оценка коррупционных рисков в организации,https://stepik.org/course/118079,Управление персоналом,6,61.94199612255338
Нейронные сети,https://stepik.org/course/121717,"Нейросети, чат-боты и искусственный интеллект",13,61.92065455925723
Основы регистрации недвижимости,https://stepik.org/course/141005,Недвижимость,3,61.918153296528885
Java - проект Fraud Detector,https://stepik.org/course/211169,Java,19,61.8974986542972
Hadoop. Система для обработки больших объемов данных,https://stepik.org/course/150,Информатика,237,61.890823250417945
Психология саморазвития,https://stepik.org/course/71738,Гуманитарные науки,391,61.879537378678776
Введение в молекулярную биологию и биомедицину,https://stepik.org/course/549,Курсы для школьников,640,61.879058038591126
"КОМПАС-3D v18, (продвинутый уровень)",https://stepik.org/course/70736,3D и 2D моделирование,3,61.83163740258315
PRO Go. Основы программирования,https://stepik.org/course/158385,Go (Golang),140,61.81920223125481
Информатика,https://stepik.org/course/100823,Архитектура ЭВМ,7,61.799813061083384
Безопасность дорожного движения ,https://stepik.org/course/104863,Основы безопасности жизнедеятельности,8,61.79540920504058
ОБЩЕСТВЕННЫЕ ПРОСТРАНСТВА – ТЕРРИТОРИИ СЕЛЬСКОГО РАЗВИТИЯ,https://stepik.org/course/176367,Архитектура,7,61.77708781828001
Бизнес-коммуникации,https://stepik.org/course/90554,"Бизнес, менеджмент, право",140,61.757057990536126
Modern therapeutic forms in veterinary medicine,https://stepik.org/course/88414,Здравоохранение,10,61.755768442290226
Введение в мобильный маркетинг,https://stepik.org/course/92471,Онлайн-маркетинг,166,61.7551670968901
"Основы веб-разработки (Linux, HTML/CSS, JavaScript, PHP, REST)",https://stepik.org/course/179453,Победители Stepik Awards 2024,3,61.75255173754023
Судовые насосы. Выбор насоса для судовой системы.,https://stepik.org/course/184820,Машиностроение,10,61.73660565217286
Ruby - первое знакомство,https://stepik.org/course/87996,Программирование для начинающих,223,61.73622135310202
Yummy SQL,https://stepik.org/course/129378,SQL,10,61.72552679979984
Обучение учению,https://stepik.org/course/131481,Soft Skills,30,61.72046334037583
Основы Prompt Engineering,https://stepik.org/course/204833,"Нейросети, чат-боты и искусственный интеллект",40,61.71042057903193
Beam Katas - Kotlin,https://stepik.org/course/72488,Kotlin,1,61.70364646530082
Stepik для учащихся: первые шаги,https://stepik.org/course/1111,Создание курсов на Stepik,110,61.68956187428717
Современные цифровые технологии для сферы услуг,https://stepik.org/course/100840,Бэкенд-разработка,50,61.67267195854769
Управление развитием территорий ,https://stepik.org/course/64597,Управление проектами,22,61.65785103973154
Основы HTML и CSS,https://stepik.org/course/52164,Программирование для начинающих,2690,61.65771295554398
1С: Управление торговлей,https://stepik.org/course/52693,Прокачать навыки,90,61.656211222809674
Биология Старения,https://stepik.org/course/127124,Биология и медицина,7,61.65538639257883
Введение в аналитическую геометрию,https://stepik.org/course/121480,Математический анализ,7,61.64562192711741
Психологическая подготовка к ЕГЭ,https://stepik.org/course/64139,Подготовка к ЕГЭ и ОГЭ,100,61.6386372388004
Основы программирования на R,https://stepik.org/course/497,Статистика и анализ данных,270,61.62214281668996
SQL и PostgreSQL: практический курс,https://stepik.org/course/207878,SQL и базы данных,3,61.61404179963596
Go (Goland) + Gin = быстрый бекенд для заметок,https://stepik.org/course/199801,Go (Golang),5,61.59159508358443
Основы статистики. Часть 2,https://stepik.org/course/524,Статистика и анализ данных,548,61.58162726120674
Обществознание,https://stepik.org/course/21115,Гуманитарные науки,189,61.578811432818
ЕГЭ информатика 2022. Программные способы решения С++,https://stepik.org/course/100533,Подготовка к ЕГЭ и ОГЭ,4,61.5738877193861
CRM: от бизнес-концепции к маркетингу,https://stepik.org/course/185922,Маркетинг и продажи,52,61.55778282462745
SQL: базовый уровень,https://stepik.org/course/200825,SQL,2,61.54361907298939
"Основы React, React Router и Redux Toolkit",https://stepik.org/course/186300,Веб-разработка,4,61.5269359204954
Основы электроники и Arduino на базе Tinkercad,https://stepik.org/course/186777,Электротехника,1,61.52155317784257
Черные дыры. Курс для начинающих,https://stepik.org/course/187633,Новогодний досуг 2024,330,61.51157511758283
Психология. Техники и приёмы НЛП.,https://stepik.org/course/178748,Актуальные скидки,10,61.50510141380832
Лексика из HSK 1 (китайский язык),https://stepik.org/course/61032,Китайский язык,20,61.49810665868105
Практический маркетинг: вводный курс,https://stepik.org/course/60594,Онлайн-маркетинг,117,61.49349688874266
Разработка для KasperskyOS,https://stepik.org/course/73418,Информационная безопасность,38,61.49008945358651
Профилактика дистресса и депрессии,https://stepik.org/course/173325,"Йога, осознанность и медитация",3,61.47160225834685
Основы динамики сооружений с применением Python,https://stepik.org/course/131194,Механика,8,61.45806810257335
Марафон данных: первое знакомство с SQL и Python,https://stepik.org/course/105359,Курсы для программистов,829,61.42957032035874
Свободное погружение в СУБД,https://stepik.org/course/70710,SQL,70,61.42212584696398
Selenium Java,https://stepik.org/course/191970,Java,5,61.412175090116286
SQL для всех. Level Up,https://stepik.org/course/122667,Статистика и анализ данных,80,61.393119304918386
Генетика и геномика популяций,https://stepik.org/course/9182,Биология и медицина,10,61.3498744216281
Основы программирования для Linux,https://stepik.org/course/548,Информатика,152,61.338053991690245
Алгоритмы: теория и практика. Структуры данных,https://stepik.org/course/1547,Информатика,236,61.33621382491552
Регулярные выражения на примерах,https://stepik.org/course/113802,Программирование,10,61.32765140458627
Python PyPI package publication,https://stepik.org/course/2887,Computer Science,3,61.312226771290334
Autodesk Revit 2024: Проектирование каркаса из обрезной доски,https://stepik.org/course/180510,Инженерное проектирование и моделирование,7,61.299470011474966
Ликбез по дискретной математике,https://stepik.org/course/91,Математика,60,61.28561735935361
Основы разработки,https://stepik.org/course/180245,Бэкенд-разработка,30,61.26464895451929
Юридическая  психология,https://stepik.org/course/204039,Психология,117,61.25689385462613
Организация онлайн обучения,https://stepik.org/course/67061,Дистанционное обучение,19,61.25673844188279
Безопасная образовательная среда для молодого педагога,https://stepik.org/course/93800,Создавайте онлайн-курсы,160,61.22169443333689
Социальный контракт: учимся вместе!,https://stepik.org/course/65966,Курсы для карьерного развития,129,61.202876079535514
Первая помощь при остановке сердца (базовая реанимация),https://stepik.org/course/13222,Современная грамотность,4034,61.20228711780838
SQL для Анализа Данных с Глебом Михайловым,https://stepik.org/course/116332,Статистика и анализ данных,130,61.191678200287534
"Основы SMM в Instagram* без ""воды"" для начинающих 2.0 (обновлён)",https://stepik.org/course/101753,Маркетинг и продажи,46,61.18025126380623
Анализ данных в KNIME,https://stepik.org/course/114684,Информатика,50,61.1719619752668
OpenAI API + Python для новичков. Пишем свои ИИ приложения!,https://stepik.org/course/200237,Актуальные скидки,5,61.163782560976784
Управление изменениями: сопротивление и мотивация.,https://stepik.org/course/90734,Выбирают компании,40,61.133983222371214
Юридическое консультирование: базовые умения и техники,https://stepik.org/course/50854,Прокачать навыки,40,61.130232719367015
Конструктивная психология конфликта,https://stepik.org/course/82795,Психология,90,61.12738525217534
Искусственный интеллект (AI) в строительстве,https://stepik.org/course/199125,Архитектура,3,61.126228251813906
«Вместе к цели!» ,https://stepik.org/course/176709,Управление проектами,5,61.11808720524359
Python: разработка с нуля,https://stepik.org/course/108618,Программирование для начинающих,15,61.11657644327691
Маркетплейсы. Курс 1. Маркетплейсы в России.,https://stepik.org/course/132204,Маркетинг и продажи,27,61.10882051310759
Командная строка для разработчиков – cli-for-dev,https://stepik.org/course/169291,Linux,42,61.10199997178929
Шовный материал и узлы в хирургии,https://stepik.org/course/95692,Биология и медицина,102,61.094460395251595
Бизнес-курс турецкого языка,https://stepik.org/course/129963,Курсы по турецкому языку,4,61.08812771137296
Chat GPT для тестировщика,https://stepik.org/course/211473,"Нейросети, чат-боты и искусственный интеллект",1,61.07874235098861
ЕГЭ Информатика 2025 - Задание 26,https://stepik.org/course/118263,ЕГЭ по информатике,5,61.07730669016601
Практический Тренажер по Python,https://stepik.org/course/173184,Python,12,61.047298216129875
Математическая статистика,https://stepik.org/course/326,Статистика и анализ данных,60,61.043938566908416
Погружение в Data Science и машинное обучения с нуля,https://stepik.org/course/125145,Анализ данных,50,61.042286824464284
Майндкарты,https://stepik.org/course/65404,Цифровая грамотность,62,61.030418532049644
PHP - первое знакомство,https://stepik.org/course/87314,Новые курсы,1006,61.02242386006941
Введение в Python (7-8 классы),https://stepik.org/course/31182,Программирование для начинающих,63,60.99621631382918
Алгоритмы и структуры данных - ОТКРЫТЫЙ КУРС,https://stepik.org/course/180830,Информатика,10,60.963311309682226
Intro. to Comp. Sci. & OOP: Python,https://stepik.org/course/56730,Computer Science,61,60.95612843527003
Археология фольклора: мифологические мотивы на карте мира,https://stepik.org/course/51,Новогодний досуг 2024,168,60.953404944989046
Трудоустройство в BIM: Как подготовиться к собеседованию,https://stepik.org/course/109444,Курсы для карьерного развития,6,60.912718494265874
Продвинутый SQL,https://stepik.org/course/55776,Статистика и анализ данных,150,60.90309058155221
Первая помощь. Знаю. Умею. Спасу.,https://stepik.org/course/84571,Биология и медицина,27,60.88325854643928
Технология интегральных конструкций из композитов,https://stepik.org/course/61482,Машиностроение,9,60.88139893664193
Кто и как переводит кино?,https://stepik.org/course/200671,Лингвистика,5,60.88113642576432
Собеседование - пройти легко!,https://stepik.org/course/105531,Курсы для карьерного развития,70,60.86651047645053
Курс молодого ИП: от регистрации бизнеса до декларации ,https://stepik.org/course/84274,Прокачать навыки,79,60.862250034668655
Производные: инструкция по применению,https://stepik.org/course/122670,ЕГЭ и ОГЭ,4,60.862130624305586
Лидерство и командное развитие,https://stepik.org/course/90545,Управление персоналом,170,60.842363966766754
Введение в Электронный магазин Московской области для бизнеса,https://stepik.org/course/123280,Электронная коммерция,11,60.84144285579502
Логарифмы: полный курс,https://stepik.org/course/179016,Алгебра и теория чисел,1,60.828156235358676
Основы стилизации,https://stepik.org/course/107838,Творчество,28,60.81188904678796
Основы программирования на C/C++ Полная версия,https://stepik.org/course/197220,C++,3,60.807290407742244
Введение в статистику и проверку гипотез,https://stepik.org/course/204287,Pandas,12,60.79869708176027
Основы Scala,https://stepik.org/course/89974,Программирование для начинающих,90,60.79839925283652
Как продвигать свой магазин на AliЕxpress,https://stepik.org/course/87484,Электронная коммерция,375,60.76642363630158
Основы C/C++ для спортивного программирования,https://stepik.org/course/80538,Информатика,90,60.756341227720156
"Нейронные сети с PyTorch: без формул, только практика!",https://stepik.org/course/186169,Нейронные сети,10,60.742882926217504
Основы теории графов,https://stepik.org/course/126,Математика,20,60.714871005739155
Базовый курс для скрам мастера,https://stepik.org/course/90668,Управление проектами,193,60.70404296168734
Национальные и религиозные праздники Чеченской Республики,https://stepik.org/course/131181,Социология,9,60.70219473608462
Java Core: ООП и функциональная парадигма,https://stepik.org/course/209683,Java,3,60.6917384619134
Быстрый старт в спортивное программирование,https://stepik.org/course/64454,Информатика,60,60.680948384608016
Fullstack C# Developer. ASP.NET Core + React.js,https://stepik.org/course/180306,JavaScript,1,60.68013127716999
Английский с Mr Men (для ВСЕЙ семьи),https://stepik.org/course/118704,Языковые курсы,3,60.67570260333437
Безопасность в интернете,https://stepik.org/course/191,Информатика,4644,60.65155660194622
Правовое регулирование ФЭД в АПК,https://stepik.org/course/133946,Право,40,60.6429506427229
"Autodesk Fusion 360, основы трёхмерного моделирования",https://stepik.org/course/87476,3D и 2D моделирование,9,60.6418748438572
SQL. Задачник.,https://stepik.org/course/149775,SQL,30,60.640602679887856
Jenkins в работе,https://stepik.org/course/113793,Программирование,35,60.62314641666359
SQL Lite,https://stepik.org/course/184095,SQL,10,60.620807787730755
Финансовая грамотность,https://stepik.org/course/124789,Большая осенняя распродажа 2022,2,60.590230818323064
"Фонетический курс английского языка ""English Start"" от Lingo!",https://stepik.org/course/89556,Языковые курсы,100,60.47896369333735
Изучение слов для начального уровня английского (A1 Elementary),https://stepik.org/course/100764,Повседневный английский,4,60.47552323472839
Основы проектной деятельности,https://stepik.org/course/101863,Управление проектами,10,60.471162521281805
Персонализированная медицина,https://stepik.org/course/5287,Биология и медицина,30,60.45017514032387
Разработка веб-приложений на Go (GoLang),https://stepik.org/course/128260,Go (Golang),11,60.43128435851297
Быстрый старт в SQL,https://stepik.org/course/128891,SQL,60,60.38077829894465
ЕГЭ английский. Грамматика,https://stepik.org/course/71107,Языковые курсы,29,60.373027333449556
Jira: ведение задач на электронных досках,https://stepik.org/course/10425,Информатика,846,60.37272601401726
Математика для физики,https://stepik.org/course/123318,Физика,10,60.36265418181201
Redux для управления состоянием React-приложений,https://stepik.org/course/113714,JavaScript,20,60.33313322023304
Молекулярная генетика в онкологии,https://stepik.org/course/4836,Биология и медицина,151,60.31813451467835
Теория вероятностей в решении задач ОГЭ и ЕГЭ,https://stepik.org/course/62208,Теория вероятностей,47,60.30561511295305
